01intro-00-pi-000	pi	01intro	ภิกฺขุปาฏิโมกฺขปาลิ	9	ปุพฺพกิจฺจานิ อุโปสถกรณโต1 ปุพฺเพ นววิธํ ปุพฺพกิจฺจํ กาตพฺพํ โหติ. ตณฺฐานสมฺมชฺชนญฺจ ตตฺถ ปทีปุชฺชลนญฺจ อาสนปญฺญปนญฺจ ปานียปริโภชนียูปฏฺฐปนญฺจ ฉนฺทารหานํ ภิกฺขูนํ ฉนฺทาหรณญฺจ เตสญฺเญว อกตุโปสถานํ ปาริสุทฺธิยาปิ2 อาหรณญฺจ อุตุกฺขานญฺจ ภิกฺขุคณนา จ ภิกฺขุนีนโมวาโท จาติ. ตตฺถ ปุริเมสุ จตูสุ กิจฺเจสุ ปทีปกิจฺจํ อิทานิ สุริยาโลกสฺส อตฺถิตาย นตฺถิ อปรานิ ตีณิ3 ภิกฺขูนํ วตฺตํ ชานนฺเตหิ อารามิเกหิปิ ภิกฺขูหิปิ4 กตานิ ปรินิฏฺฐิตานิ โหนฺติ. ฉนฺทาหรณปาริสุทฺธิ อาหรณานิ5 ปน อิมิสฺสํ สีมายํ หตฺถปาสํ วิชหิตฺวา นิสินฺนานํ ภิกฺขูนํ อภาวโต นตฺถิ. อุตุกฺขานํ นาม เอตฺตกํ อติกฺกนฺตํ, เอตฺตกํ อวสิฏฺฐนฺติ เอวํ อุตุอาจิกฺขนํ; อุตูนีธ ปน สาสเน เหมนฺตคิมฺหวสฺสานานํ วเสน ตีณิ โหนฺติ. อยํ คิมฺโหตุ,6 อสฺมิญฺจ อุตุมฺหิ อฏฺฐ อุโปสถา, อิมินา ปกฺเขน เอโก อุโปสโถ สมฺปตฺโต, สตฺต อุโปสถา อวสิฏฺฐา,7 อิติ เอวํ สพฺเพหิ อายสฺมนฺเตหิ อุตุกฺขานํ ธาเรตพฺพํ. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุคณนา นาม อิมสฺมึ อุโปสถคฺเค อุโปสถตฺถาย8 สนฺนิปติตา ภิกฺขู เอตฺตกาติ ภิกฺขูนํ คณนา, อิมสฺมิมฺปน อุโปสถคฺเค9 จตฺตาโร ภิกฺขู10 สนฺนิปติตา โหนฺติ. อิติ สพฺเพหิ อายสฺมนฺเตหิ ภิกฺขุคณนาปิ ธาเรตพฺพา. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุนีนโมวาโท ปน อิทานิ ตาสํ นตฺถิตาย นตฺถิ. อิติ สกรโณกาสานํ ปุพฺพกิจฺจานํ กตตฺตา, นิกฺกรโณกาสานํ ปุพฺพกิจฺจานํ ปกติยา ปรินิฏฺฐิตตฺตา, เอวนฺตํ นววิธํ ปุพฺพกิจฺจํ ปรินิฏฺฐิตํ โหติ. นิฏฺฐิเต จ ปุพฺพกิจฺเจ สเจ โส ทิวโส จาตุทฺทสีปณฺณรสีสามคฺคีนมญฺญตโร ยถาชฺช อุโปสโถ11 ปณฺณรโส12 ยาวติกา จ ภิกฺขู กมฺมปฺปตฺตา สงฺฆุโปสถารหา จตฺตาโร13 วา ตโต วา อติเรกา ปกตตฺตา ปาราชิกํ อนาปนฺนา สงฺเฆน วา อนุกฺขิตฺตา, เต จ โข หตฺถปาสํ อวิชหิตฺวา เอกสีมายํ ฐิตา, เตสญฺจ วิกาลโภชนาทิวเสน วตฺถุสภาคาปตฺติโย เจ น วิชฺชนฺติ; เตสญฺจ หตฺถปาเส หตฺถปาสโต พหิกรณวเสน วชฺเชตพฺโพ โกจิ วชฺชนียปุคฺคโล เจ นตฺถิ. __________________ *ถ้าผู้สวดอ่อนพรรษากว่า พึงเว้นคำว่า “ภนฺเต” เสีย หรือเปลี่ยนเป็น อาวุโส เอวนฺตํ อุโปสถกมฺมํ14 อิเมหิ จตูหิ ลกฺขเณหิ สงฺคหิตํ ปตฺตกลฺลํ นาม โหติ กาตุํ ยุตฺตรูปํ. อุโปสถกมฺมสฺส15 ปตฺตกลฺลตฺตํ วิทิตฺวา อิทานิ กริยมาโน อุโปสโถ สงฺเฆน อนุมาเนตพฺโพ.16 (รับว่า สาธุ พร้อมกัน) ในลำดับนี้ ท่านผู้มีอาวุโสอยู่ในที่ประชุมนั้น พึง กล่าว อัชเฌสนา ดังนี้ ปุพฺพกรณปุพฺพกิจฺจานิ สมาเปตฺวา อิมสฺส นิสินฺนสฺส ภิกฺขุสงฺฆสฺส อนุมติยา ปาฏิโมกฺขํ อุทฺเทสิตุํ* อชฺเฌสนํ กโรมิ. __________________ *ใช้คำว่า อุทฺทิสิตุํ ก็มี ถ้าเป็นวันปวารนา พึงว่า ปวารณาญตฺติํ ฐเปตุํ นโม ตสฺส ภควโต อรหโต สมฺมาสมฺพุทฺธสฺส. (3 ครั้ง) สุณาตุ เม ภนฺเต สงฺโฆ. อชฺชุโปสโถ ปณฺณรโส.* ยทิ สงฺฆสฺส ปตฺตกลฺลํ, สงฺโฆ อุโปสถํ กเรยฺย, ปาฏิโมกฺขํ อุทฺทิเสยฺย. กึ สงฺฆสฺส ปุพฺพกิจฺจํ, ปาริสุทฺธึ อายสฺมนฺโต อาโรเจถ, ปาฏิโมกฺขํ อุทฺทิสิสฺสามิ. ตํ สพฺเพว สนฺตา สาธุกํ สุโณม มนสิกโรม. ยสฺส สิยา อาปตฺติ, โส อาวิกเรยฺย, อสนฺติยา อาปตฺติยา ตุณฺหี ภวิตพฺพํ. ตุณฺหีภาเวน โข ปนายสฺมนฺเต ปริสุทฺธาติ เวทิสฺสามิ. ยถา โข ปน ปจฺเจกปุฏฺฐสฺส เวยฺยากรณํ โหติ, เอวเมวํ เอวรูปาย ปริสาย ยาวตติยํ อนุสฺสาวิตํ โหติ. โย ปน ภิกฺขุ ยาวตติยํ อนุสฺสาวิยมาเน สรมาโน สนฺตึ อาปตฺตึ นาวิกเรยฺย, สมฺปชานมุสาวาทสฺส โหติ, สมฺปชานมุสาวาโท โข ปนายสฺมนฺโต อนฺตรายิโก ธมฺโม วุตฺโต ภควตา; ตสฺมา สรมาเนน ภิกฺขุนา อาปนฺเนน วิสุทฺธาเปกฺเขน สนฺตี อาปตฺติ อาวิกาตพฺพา, อาวิกตา หิสฺส ผาสุ โหติ. นิทานํ นิฏฺฐิตํ. __________________ * ถ้าเป็น 14 คำ พึงว่า จาตุทฺทโส ปาราชิกุทฺเทโส ตตฺริเม จตฺตาโร ปาราชิกา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
02bbkjn-02-ro-022	ro	02bbkjn	PUBBAKICCAṀ	120	They do not leave “hatthapāsa” or forearm’s length between each other.
02bbkjn-03-ro-022	ro	02bbkjn	PUBBAKICCAṀ	120	They are in the same boundary.
02bbkjn-04-ro-022	ro	02bbkjn	PUBBAKICCAṀ	120	There is no disqualified person in their gathering. The Words of the Venerable Elder (spoken by the most senior bhikkhu present in the sangha to the Pāṭimokkha-reciter, but omitted if the most senior bhikkhu is reciting the Pāṭimokkha). Pubbakaraṇa-pubbakiccāni samāpetvā imissa nisinnassa bhikkhusaṅghassa anumatiyā pāṭimokkhaṁ uddesituṁ* ajjhesanaṁ karomi. With permission of the bhikkhusaṅgha who have finished the preliminary works and duties and sat down here, may I invite (you) to recite the Pāṭimokkha. __________________ * If it is pavāraṇā day, the words “pavāraṇā yattiṁ ṭhapetuṁ” Pubbakiccaṁ Uposathakaraṇato1 pubbe navavidhaṁ pubbakiccaṁ kātabbaṁ hoti: Taṇṭhānasammajjanañca; tattha padīpujjalanañca; āsanapaññapanañca; pānīyaparibhojanīyūpaṭṭhapanañca; chandārahānaṁ bhikkhūnaṁ chandāharaṇañca; tesaññeva akatuposathānaṁ pārisuddhiyāpi2 āharaṇañca; utukkhānañca; bhikkhugaṇanā ca; bhikkhunīnamovādo cā’ti. Tattha purimesu catūsu kiccesu padīpakiccaṁ idāni suriyalokassa atthitāya natthi. Aparāni tīṇi3 bhikkhūnaṁ vattaṁ jānantehi ārāmikehipi4 bhikkhūhipi katāni pariniṭṭhitāni honti. Chandāharaṇa pārisuddhi-aharaṇāni5 pana imissaṁ sīmāyaṁ hatthapāsaṁ vijahitvā nisinnānaṁ bhikkhūnaṁ abhāvato nathhi. Utukkhānaṁ nāma ettakaṁ atikkantaṁ ettakaṁ avasiṭṭhanti evaṁ utu-ācikkhanaṁ; Utūnīdha pana sāsane hemanta-gimha-vassānānaṁ vasena tīṇi honti. Ayaṁ hemantotu6 asmiñca utumhi aṭṭha uposathā, iminā pakkhena. eko uposatho sampatto, dve uposathā atikkantā pañca uposathā avasiṭṭhā 7 Iti evaṁ sabbehi āyasmantehi utukkhānaṁ dhāretabbaṁ. (Evaṁ bhante). Bhikkhugaṇanā nāma imasmiṁ uposathagge uposathatthāya8 sannipatitā bhikkhū ettakāti bhikkhūnaṁ gaṇanā, Imasmiṁ pana uposathagge9 cattāro10 bhikkhū sannipatitā honti, Iti sabbehi āyasmantehi bhikkhugaṇanāpi dhāretabbā. (Evaṁ bhante). Bhikkhunīnamovādo pana idāni tāsaṁ natthitāya natthi. Iti sakaraṇokāsānaṁ pubbakiccānaṁ katattā nikkaraṇokāsānaṁ pubbakiccānaṁ pakatiyā pariniṭṭhitattā evantaṁ navavidhaṁ pubbakiccaṁ pariniṭṭhitaṁ hoti. Niṭṭhite ca Pubbakicce. Sace so divaso cātuddasi-paṇṇarasī sāmaggīnamaññataro yathājja uposatho11 paṇṇaraso,12 I. yāvatikā ca bhikkhu kammappattā saṅghuposathārahā cattāro13 vā tato vā atirekā pakatattā pārājikaṁ anāpannā saṅghena vā anukkhittā, II. te ca kho hatthapāsaṁ avijahitvā ekasīmāyaṁ tḥita, III. tesañca vikālabhojanādivasena vatthusabhāgāpattiyo ce na vijjanti, IV. tesañca hatthapāse hatthapāsato bahikaraṇavasena vajjetabbo koci vajjanīyapuggalo ce natthi. Evantaṁ uposathakammaṁ14 imehi catūhi lakkhaṇehi saṅgahitaṁ pattakallaṁ nāma hoti, kātuṁ yuttarūpaṁ. Uposathakammassa15 pattakallattaṁ viditvā idāni kariyamāno uposatho saṅghena anumānetabbo.16 (Sādhu, Bhante) Bhikkhupāṭimokkhaṁ Namo tassa Bhagavato Arahato Sammā Sambhuddhassa. (Three times.) (Tikkhattuṁ) Suṇātu me bhante1 saṅgho. Ajj’uposatho paṇṇaraso.2 Yadi saṅghassa pattakallaṁ, saṅgho uposathaṁ kareyya pāṭimokkhaṁ uddiseyya. Kiṁ saṅghassa pubbakiccaṁ? Pārisuddhiṁ āyasmanto ārocetha, pāṭimokkhaṁ uddisissāmi, taṁ sabbeva santā sādhukaṁ suṇoma manasikaroma. Yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṁ, tuṇhī bhāvena kho pan’āyasmante parisuddhā’ti vedissāmi. Yathā kho pana paccekapuṭṭhassa veyyākaraṇaṁ hoti, evaṁ evaṁ evarūpāya parisāya yāvatatiyaṁ anussāvitaṁ hoti. Yo pana bhikkhu yāvatatiyaṁ anussāviyamāne saramāno santiṁ āpattiṁ n’āvikareyya, sampajānamusāvādassa hoti. Sampajānamusāvādo kho pan’āyasmanto antarāyiko dhammo vutto bhagavatā. Tasmā saramānena bhikkhunā __________________ 1 “Suṇātu me āvuso saṅgho” if the most senior bhikkhu is reciting the Pātimokkha. 2 “Cātuddaso” if uposatha is on the fourteenth. āpannena visuddhāpekkhena santī āpatti āvikātabbā, āvikatā hissa phāsu hoti. (Nidānuddeso niṭṭhito.) Pārājikā Tatr’ime cattāro pārājikā dhammā uddesaṁ āgacchanti.
04parjk-01-th-011	th	04parjk	ปาราชิก ๔	63	โย ปะนะ ภิกขุ ภิกขูนัง สิกขาสาชีวะสะมาปันโน สิกขัง อัปปัจจักขายะ ทุพพัล๎ยัง อะนาวิกัต๎วา เมถุนัง ธัมมัง ปะฏิเสเวยยะ อันตะมะโส ติรัจฉานะคะตายะปิ, ปาราชิโก โหติ อะสังวาโส.
04parjk-02-th-011	th	04parjk	ปาราชิก ๔	63	โย ปะนะ ภิกขุ คามา วา อะรัญญา วา อะทินนัง เถยยะสังขาตัง อาทิเยยยะ, ยะถารูเป อะทินนาทาเน ราชา โน โจรัง คะเหต๎วา หะเนยยุง วา พันเธยยุง วา ปัพพาเชยยุง วา “โจโรสิ พาโลสิ มุฬ๎โหสิ เถโนสีติ, ตะถารูปัง ภิกขุ อะทินนัง อาทิยะมาโน, อะยัมปิ ปาราชิโก โหติ อะสังวาโส.
04parjk-03-th-011	th	04parjk	ปาราชิก ๔	63	โย ปะนะ ภิกขุ สัญจิจจะ มะนุสสะวิคคะหัง ชีวิตา โวโรเปยยะ, สัตถะหาระกัง วาสสะ ปะริเยเสยยะ, มะระณะ วัณณัง วา สังวัณเณยยะ, มะระณายะ วา สะมาทะเปยยะ “อัมโภ ปุริสะ กิง ตุยหิมินา ปาปะเกนะ ทุชชีวิเตนะ, มะตันเต ชีวิตา เสยโยติ, “อิติ จิตตะมะโน จิตตะสังกัปโป อะเนกะปะริยาเยนะ มะระณะวัณณัง วา สังวัณเณยยะ, มะระณายะ วา สะมาทะเปยยะ, อะยัมปิ ปาราชิโก โหติ อะสังวาโส. พระภิกขุปาฏิโมกข์
04parjk-04-th-011	th	04parjk	ปาราชิก ๔	63	โย ปะนะ ภิกขุ อะนะภิชานัง อุตตะริมะนุสสะธัมมัง อัตตูปะนายิกัง อะละมะริยะญาณะทัสสะนัง สะมุทาจะเรยยะ “อิติ ชานามิ, อิติ ปัสสามีติ; ตะโต อะปะเรนะ สะมะเยนะ สะมะนุคคาหิยะมาโน วา อะสะมะนุคคาหิยะมาโน วา อาปันโน วิสุทธาเปกโข เอวัง วะเทยยะ “อะชานะเมวัง อาวุโส อะวะจัง ‘ชานามิ’ อะปัสสัง ‘ปัสสามิ’ ตุจฉัง มุสา วิละปินติ, อัญญัต๎ระ อะธิมานา, อะยัมปิ ปาราชิโก โหติ อะสังวาโส. อุททิฏฐา โข อายัส๎มันโต จัตตาโร ปาราชิกา ธัมมา, เยสัง ภิกขุ อัญญะตะรัง วา อัญญะตะรัง วา อาปัชชิต๎วา นะ ละภะติ ภิกขูหิ สัทธิง สังวาสัง, ยะถา ปุเร, ตะถา ปัจฉา, ปาราชิโก โหติ อะสังวาโส. ตัตถายัส๎มันเต ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ทุติยัมปิ ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ตะติยัมปิ ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ปะริสุทเธตถายัส๎มันโต, ตัส๎มา ตุณ๎หี, เอวะเมตัง ธาระยามิ. ปาราชิกุทเทโส นิฏฐิโต. พระภิกขุปาฏิโมกข์ สังฆาทิเสส 13 อิเม โข ปะนายัส๎มันโต เตระสะ สังฆาทิเสสา ธัมมา อุทเทสัง อาคัจฉันติ.
05snkts-01-pi-001	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ ภิกฺขูนํ สิกฺขาสาชีวสมาปนฺโน สิกฺขํ อปฺปจฺจกฺขาย ทุพฺพลฺยํ อนาวิกตฺวา เมถุนํ ธมฺมํ ปฏิเสเวยฺย อนฺตมโส ติรจฺฉานคตายปิ, ปาราชิโก โหติ อสํวาโส.
05snkts-01-pi-002	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	สญฺเจตนิกา สุกฺกวิสฏฺฐิ, อญฺญตฺร สุปินนฺตา สงฺฆาทิเสโส.
05snkts-01-ro-023	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu bhikkhūnaṁ sikkhāsājīvasamāpanno sikkhaṁ appaccakkhāya dubbalyaṁ anāvikatvā methunaṁ dhammaṁ paṭiseveyya antamaso tiracchānagatāya’pi; pārājiko hoti asaṁvāso.
05snkts-01-ro-024	ro	05snkts	SAṄGHĀDISESĀ	125	Sañcetanikā sukkavisaṭṭhi aññatra supinantā saṅghādiseso.
05snkts-01-th-012	th	05snkts	สังฆาทิเสส ๑๓	65	สัญเจตะนิกา สุกกะวิสัฏฐิ, อัญญัต๎ระ สุปินันตา สังฆาทิเสโส.
05snkts-02-pi-001	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ คามา วา อรญฺญา วา อทินฺนํ เถยฺยสงฺขาตํ อาทิเยยฺย, ยถารูเป อทินฺนาทาเน ราชาโน โจรํ คเหตฺวา หเนยฺยุํ วา พนฺเธยฺยุํ วา ปพฺพาเชยฺยุํ วา “โจโรสิ พาโลสิ มูฬฺโหสิ เถโนสีติ; ตถารูปํ ภิกฺขุ อทินฺนํ อาทิยมาโน, อยมฺปิ ปาราชิโก โหติ อสํวาโส.
05snkts-02-pi-002	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ โอติณฺโณ วิปริณเตน จิตฺเตน มาตุคาเมน สทฺธึ กายสํสคฺคํ สมาปชฺเชยฺย, หตฺถคาหํ วา เวณิคาหํ วา อญฺญตรสฺส วา อญฺญตรสฺส วา องฺคสฺส ปรามสนํ, สงฺฆาทิเสโส.
05snkts-02-ro-023	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu gāmā vā araññā vā adinnaṁ theyyasaṅkhātaṁ ādiyeyya, yathārūpe adinnādāne rājāno coraṁ gahetvā haneyyuṁ vā bandheyyuṁ vā pabbājeyyuṁ vā, “Coro’si bālo’si muḷho’si theno’sī”ti. Tathārūpaṁ bhikkhu adinnaṁ ādiyamāno; ayam’pi pārājiko hoti asaṁvāso.
05snkts-02-ro-024	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmena saddhiṁ kāyasaṁsaggaṁ samāpajjeyya, hatthagāhaṁ vā veṇigāhaṁ vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṁ, saṅghādiseso.
05snkts-02-th-012	th	05snkts	สังฆาทิเสส ๑๓	65	โย ปะนะ ภิกขุ โอติณโณ วิปะริณะเตนะ จิตเตนะ มาตุคาเมนะ สัทธิง กายะสังสัคคัง สะมาปัชเชยยะ, หัตถะ- คาหัง วา เวณิคาหัง วา อัญญะตะรัสสะ วา อัญญะตะรัสสะ วา อังคัสสะ ปะรามะสะนัง, สังฆาทิเสโส.
05snkts-03-pi-001	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ สญฺจิจฺจ มนุสฺสวิคฺคหํ ชีวิตา โวโรเปยฺย, สตฺถหารกํ วาสฺส ปริเยเสยฺย, มรณวณฺณํ วา สํวณฺเณยฺย, มรณาย วา สมาทเปยฺย “อมฺโภ ปุริส กึ ตุยฺหิมินา ปาปเกน ทุชฺชีวิเตน, มตนฺเต ชีวิตา เสยฺโยติ; อิติ จิตฺตมโน จิตฺตสงฺกปฺโป อเนกปริยาเยน มรณวณฺณํ วา สํวณฺเณยฺย, มรณาย วา สมาทเปยฺย; อยมฺปิ ปาราชิโก โหติ อสํวาโส.
05snkts-03-pi-002	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ โอติณฺโณ วิปริณเตน จิตฺเตน มาตุคามํ ทุฏฺฐุลฺลาหิ วาจาหิ โอภาเสยฺย, ยถาตํ ยุวา ยุวตึ เมถุนูปสญฺหิตาหิ; สงฺฆาทิเสโส.
05snkts-03-ro-023	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu sañcicca manussaviggahaṁ jīvitā voropeyya, satthahārakaṁ vāssa pariyeseyya, maraṇavaṇṇaṁ vā saṁvaṇṇeyya, maraṇāya vā samādapeyya, “ambho purisa kiṁ tuyh’ iminā pāpakena dujjīvitena? Matante jīvitā seyyo” ti, iti cittamano cittasaṅkappo anekapariyāyena maraṇavaṇṇaṁ vā saṁvaṇṇeyya, maraṇāya vā samādapeyya; ayam’pi pārājiko hoti asaṁvāso.
05snkts-03-ro-024	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmaṁ duṭṭhullāhi vācāhi obhāseyya. Yathā taṁ yuvā yuvatiṁ methunūpasañhitāhi, saṅghādiseso.
05snkts-03-th-012	th	05snkts	สังฆาทิเสส ๑๓	65	โย ปะนะ ภิกขุ โอติณโณ วิปะริณะเตนะ จิตเตนะ มาตุคามัง ทุฏฐุลลาหิ วาจาหิ โอภาเสยยะ, ยะถาตัง ยุวา ยุวะติง เมถุนูปะสัญหิตาหิ , สังฆาทิเสโส.
05snkts-04-pi-001	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ อนภิชานํ อุตฺตริมนุสฺสธมฺมํ อตฺตูปนายิกํ อลมริยญาณทสฺสนํ สมุทาจเรยฺย “อิติ ชานามิ, อิติ ปสฺสามีติ; ตโต อปเรน สมเยน สมนุคฺคาหิยมาโน วา อสมนุคฺคาหิยมาโน วา อาปนฺโน วิสุทฺธาเปกฺโข เอวํ วเทยฺย “อชานเมวํ อาวุโส อวจํ ‘ชานามิ’ อปสฺสํ ‘ปสฺสามิ’ ตุจฺฉํ มุสา วิลปินฺติ, อญฺญตฺร อธิมานา; อยมฺปิ ปาราชิโก โหติ อสํวาโส. อุทฺทิฏฺฐา โข อายสฺมนฺโต จตฺตาโร ปาราชิกา ธมฺมา, เยสํ ภิกฺขุ อญฺญตรํ วา อญฺญตรํ วา อาปชฺชิตฺวา น ลภติ ภิกฺขูหิ สทฺธึ สํวาสํ, ยถา ปุเร; ตถา ปจฺฉา; ปาราชิโก โหติ อสํวาโส. ตตฺถายสฺมนฺเต ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ทุติยมฺปิ ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ตติยมฺปิ ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ปริสุทฺเธตฺถายสฺมนฺโต; ตสฺมา ตุณฺหี, เอวเมตํ ธารยามิ. ปาราชิกุทฺเทโส นิฏฺฐิโต. สงฺฆาทิเสสุทฺเทโส อิเม โข ปนายสฺมนฺโต เตรส สงฺฆาทิเสสา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
05snkts-04-pi-002	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ โอติณฺโณ วิปริณเตน จิตฺเตน มาตุคามสฺส สนฺติเก อตฺตกามปาริจริยาย วณฺณํ ภาเสยฺย “เอตทคฺคํ ภคินิ ปาริจริยานํ, ยา มาทิสํ สีลวนฺตํ กลฺยาณธมฺมํ พฺรหฺมจารึ เอเตน ธมฺเมน ปริจเรยฺยาติ เมถุนูปสญฺหิเตน, สงฺฆาทิเสโส.
05snkts-04-ro-023	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu anabhijānaṁ uttarimanussadhammaṁ attūpanāyikaṁ alamariyañāṇadassanaṁ samudācareyya: “Iti jānāmi, iti passāmī” ti, tato aparena samayena samanuggāhiyamāno vā asamanuggāhiyamāno vā āpanno visuddhāpekkho evaṁ vadeyya, “ajānam evaṁ āvuso avacaṁ, ‘jānāmi’ apassaṁ, ‘passāmi’. Tucchaṁ musā vilapin”ti. Aññatra adhimānā, ayam’pi pārājiko hoti asaṁvāso. Uddiṭṭhā kho āyasmanto cattāro pārājikā dhammā, yesaṁ bhikkhu aññataraṁ vā aññataraṁ vā āpajjitvā na labhati bhikkhūhi saddhiṁ saṁvāsaṁ, yathā pure, tathā pacchā, pārājiko hoti asaṁvāso. Tatth’ āyasmante pucchāmi : Kacci’ ttha parisuddhā? Dutiyam’pi pucchāmi : Kacci’ ttha parisuddhā? Tatiyam’pi pucchāmi : Kacci’ ttha parisuddhā? Parisuddh’ etth’ āyasmanto, tasmā tuṇhī, evam’ etaṁ dhārayāmi. (Pārājikuddeso niṭṭhito.) Saṅghādisesā Ime kho pan’ āyasmanto terasa saṅghādisesā dhammā uddesaṁ āgacchanti.
05snkts-04-ro-024	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike attakāmapāricariyāya vaṇṇaṁ bhāseyya, “etadaggaṁ bhagini pāricariyānaṁ yā mādisaṁ sīlavantaṁ kalyāṇadhammaṁ brahmacāriṁ etena dhammena pāricareyyā”ti methunūpasañhitena, saṅghādiseso.
05snkts-04-th-012	th	05snkts	สังฆาทิเสส ๑๓	65	โย ปะนะ ภิกขุ โอติณโณ วิปะริณะเตนะ จิตเตนะ มาตุคามัสสะ สันติเก อัตตะกามะปาริจะริยายะ วัณณัง ภาเสยยะ “เอตะทัคคัง ภะคินิ ปาริจะริยานัง, ยา มาทิสัง สีละวันตัง กัล๎ยาณะธัมมัง พ๎รัห๎มะจาริง เอเตนะ ธัมเมนะ ปะริจะเรยยาติ เมถุนูปะสัญหิเตนะ, สังฆาทิเสโส.
05snkts-05-pi-002	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	โย ปน ภิกฺขุ สญฺจริตฺตํ สมาปชฺเชยฺย อิตฺถิยา วา ปุริสมตึ ปุริสสฺส วา อิตฺถีมตึ ชายตฺตเน วา ชารตฺตเน วา อนฺตมโส ตํขณิกายปิ, สงฺฆาทิเสโส.
05snkts-05-ro-024	ro	05snkts	SAṄGHĀDISESĀ	125	Yo pana bhikkhu sañcarittaṁ samāpajjeyya itthiyā vā purisamatiṁ purisassa vā itthīmatiṁ jāyattane vā jārattane vā antamaso taṁ khaṇikāya’ pi, saṅghādiseso.
05snkts-05-th-012	th	05snkts	สังฆาทิเสส ๑๓	65	โย ปะนะ ภิกขุ สัญจะริตตัง สะมาปัชเชยยะ อิตถิยา วา ปุริสะมะติง ปุริสัสสะ วา อิตถีมะติง ชายัตตะเน วา ชารัตตะเน วา อันตะมะโส ตังขะณิกายะปิ, สังฆาทิเสโส. พระภิกขุปาฏิโมกข์
05snkts-06-pi-002	pi	05snkts	สงฺฆาทิเสสุทฺเทโส	15	สญฺญาจิกาย ปน ภิกฺขุนา กุฏึ การยมาเนน อสฺสามิกํ อตฺตุทฺเทสํ ปมาณิกา กาเรตพฺพา; ตตฺริทํ ปมาณํ; ทีฆโส ทฺวาทส วิทตฺถิโย สุคตวิทตฺถิยา, ติริยํ สตฺตนฺตรา. ภิกฺขู อภิเนตพฺพา วตฺถุเทสนาย; เตหิ ภิกฺขูหิ วตฺถุํ เทเสตพฺพํ อนารมฺภํ สปริกฺกมนํ. สารมฺเภ เจ ภิกฺขุ วตฺถุสฺมึ อปริกฺกมเน สญฺญาจิกาย กุฏึ กาเรยฺย, ภิกฺขู วา อนภิเนยฺย วตฺถุเทสนาย, ปมาณํ วา อติกฺกาเมยฺย, สงฺฆาทิเสโส.
05snkts-06-ro-024	ro	05snkts	SAṄGHĀDISESĀ	125	Saññācikāya pana bhikkhunā kuṭiṁ kārayamānena assāmikaṁ attuddesaṁ pamāṇikā kāretabbā, tatr’ idaṁ pamānaṁ. Dīghaso dvādasa vidatthiyo sugatavidatthiyā tiriyaṁ satt’ antarā. Bhikkhū abhinetabbā vatthudesanāya, tehi bhikkhūhi vatthuṁ desetabbaṁ anārambhaṁ saparikkamanaṁ. Sārambhe ce bhikkhu vatthusmiṁ aparikkamane saññācikāya kuṭiṁ kāreyya, bhikkhū vā anabhineyya vatthudesanāya, pamāṇaṁ vā atikkāmeyya, saṅghādiseso.
